id,ts_code,trade_date,close,open,high,low,pre_close,change,pct_chg,vol,amount
72,000001.SH,19980429,1332.499,1337.894,1341.581,1328.563,1332.99,-0.491,-0.0368,8270673,6369540.175
73,000001.SH,19980430,1343.448,1336.01,1343.46,1335.549,1332.499,10.949,0.8217,8858593,6900202.788
74,000001.SH,19980504,1352.926,1353.056,1355.516,1345.359,1343.448,9.478,0.7055,11036491,7962726.508
75,000001.SH,19980505,1352.52,1355.045,1356.056,1346.592,1352.926,-0.406,-0.03,8019245,6171311.872
76,000001.SH,19980506,1348.412,1352.723,1355.657,1341.806,1352.52,-4.108,-0.3037,7638295,7138631.578
77,000001.SH,19980507,1327.873,1348.888,1352.552,1326.65,1348.412,-20.539,-1.5232,7958195,7922400.846
78,000001.SH,19980508,1357.595,1324.742,1357.604,1324.724,1327.873,29.722,2.2383,16861233,8247828.761
79,000001.SH,19980511,1354.606,1367.242,1368.026,1351.593,1357.595,-2.989,-0.2202,13421615,10849202.74
80,000001.SH,19980512,1349.649,1358.958,1360.064,1342.733,1354.606,-4.957,-0.3659,8679696,7079641.547
81,000001.SH,19980513,1369.262,1351.18,1369.304,1351.003,1349.649,19.613,1.4532,10200862,8644810.238
82,000001.SH,19980514,1367.127,1373.171,1376.298,1360.891,1369.262,-2.135,-0.1559,12367815,8758129.044
83,000001.SH,19980515,1368.087,1373.427,1379.127,1361.843,1367.127,0.96,0.0702,10216419,7754799.592
84,000001.SH,19980518,1368.183,1373.67,1376.384,1360.469,1368.087,0.096,0.007,8261204,5862340.642
85,000001.SH,19980519,1362.292,1370.675,1372.871,1355.539,1368.183,-5.891,-0.4306,6231354,5012031.949
86,000001.SH,19980520,1357.431,1362.694,1365.102,1352.166,1362.292,-4.861,-0.3568,6720300,6168455.278
87,000001.SH,19980521,1366.656,1356.959,1367.716,1350.26,1357.431,9.225,0.6796,6761925,5858890.064
88,000001.SH,19980522,1375.817,1371.365,1379.891,1370.72,1366.656,9.161,0.6703,8001902,7875853.44
89,000001.SH,19980525,1389.366,1380.126,1389.656,1376.201,1375.817,13.549,0.9848,10706885,9717718.297
90,000001.SH,19980526,1390.416,1392.75,1394.439,1383.759,1389.366,1.05,0.0756,8752337,8669719.707
91,000001.SH,19980527,1399.542,1393.738,1399.542,1390.55,1390.416,9.126,0.6564,8827416,8857819.03
92,000001.SH,19980528,1397.895,1402.853,1405.582,1392.9,1399.542,-1.647,-0.1177,8308787,7858011.507
93,000001.SH,19980529,1411.206,1402.675,1411.347,1402.018,1397.895,13.311,0.9522,9508796,9205402.96
94,000001.SH,19980601,1415.575,1418.354,1420.553,1411.061,1411.206,4.369,0.3096,9839901,9925499.127
95,000001.SH,19980602,1413.08,1419.221,1419.577,1402.625,1415.575,-2.495,-0.1763,7950942,7266593.845
96,000001.SH,19980603,1420,1415.019,1421.121,1413.112,1413.08,6.92,0.4897,8558169,7012815.212
97,000001.SH,19980604,1406.303,1420.986,1422.979,1402.746,1420,-13.697,-0.9646,7636490,7121954.911
98,000001.SH,19980605,1408.614,1404.075,1414.362,1390.632,1406.303,2.311,0.1643,7567916,7804385.638
99,000001.SH,19980608,1403.73,1411.956,1415.18,1401.055,1408.614,-4.884,-0.3467,6688325,6748413.999
100,000001.SH,19980609,1369.65,1400.347,1400.347,1357.465,1403.73,-34.08,-2.4278,7226897,6894227.054
101,000001.SH,19980610,1368.297,1367.741,1377.834,1359.392,1369.65,-1.353,-0.0988,5355221,5648767.483
102,000001.SH,19980611,1347.677,1367.555,1371.152,1346.069,1368.297,-20.62,-1.507,4239517,4017341.55
103,000001.SH,19980612,1383.388,1373.11,1383.466,1365.083,1347.677,35.711,2.6498,5425097,5286896.394
104,000001.SH,19980615,1365.341,1385.327,1386.985,1359.876,1383.388,-18.047,-1.3046,5488431,5746006.185
105,000001.SH,19980616,1348.588,1362.591,1362.593,1323.528,1365.341,-16.753,-1.227,5929275,5688431.848
106,000001.SH,19980617,1348.942,1349.003,1356.662,1344.444,1348.588,0.354,0.0262,5131605,4693476.142
107,000001.SH,19980618,1370.685,1352.235,1372.12,1352.235,1348.942,21.743,1.6119,5243717,4574002.338
108,000001.SH,19980619,1392.878,1376.194,1392.878,1376.194,1370.685,22.193,1.6191,5359102,5865710.703
109,000001.SH,19980622,1399.356,1400.468,1401.511,1392.056,1392.878,6.478,0.4651,6433844,7335549.164
110,000001.SH,19980623,1397.956,1398.238,1398.706,1385.452,1399.356,-1.4,-0.1,6393473,7194498.988
111,000001.SH,19980624,1401.742,1399.708,1402.138,1390.855,1397.956,3.786,0.2708,6315300,6638772.541
112,000001.SH,19980625,1382.036,1402.952,1404.049,1377.177,1401.742,-19.706,-1.4058,5065461,5084424.575
113,000001.SH,19980626,1385.618,1383.29,1388.554,1376.406,1382.036,3.582,0.2592,10178135,5311187.296
114,000001.SH,19980629,1361.432,1387.024,1387.192,1356.216,1385.618,-24.186,-1.7455,6015491,4858413.682
115,000001.SH,19980630,1339.202,1360.615,1363.59,1335.212,1361.432,-22.23,-1.6328,3810656,3707584.28
116,000001.SH,19980701,1316.441,1363.265,1367.147,1315.184,1339.202,-22.761,-1.6996,5550416,4673538.465
117,000001.SH,19980702,1331.65,1314.1,1331.652,1296.997,1316.441,15.209,1.1553,4845889,4305714.606
118,000001.SH,19980703,1335.125,1335.836,1341.73,1327.797,1331.65,3.475,0.261,5450636,4619806.73
119,000001.SH,19980706,1315.283,1339.261,1339.678,1313.276,1335.125,-19.842,-1.4862,4627863,4031200.797
120,000001.SH,19980707,1324.4,1313.649,1324.405,1307.907,1315.283,9.117,0.6932,3515220,3019955.154
121,000001.SH,19980708,1338.984,1326.817,1339.16,1326.625,1324.4,14.584,1.1012,3452984,3153977.276
122,000001.SH,19980709,1343.232,1341.354,1344.431,1336.66,1338.984,4.248,0.3173,3988182,3240223.749
123,000001.SH,19980710,1360.619,1344.749,1360.642,1344.634,1343.232,17.387,1.2944,5297925,4068972.257
124,000001.SH,19980713,1358.813,1362.688,1362.997,1352.157,1360.619,-1.806,-0.1327,4795185,4402662.926
125,000001.SH,19980714,1336.558,1360.614,1361.186,1334.707,1358.813,-22.255,-1.6378,5156275,4973576.316
126,000001.SH,19980715,1335.466,1332.412,1341.642,1326.324,1336.558,-1.092,-0.0817,4335965,4293266.378
127,000001.SH,19980716,1325.633,1335.299,1337.641,1317.886,1335.466,-9.833,-0.7363,4355452,4265023.421
128,000001.SH,19980717,1314.715,1325.88,1330.816,1311.754,1325.633,-10.918,-0.8236,5126150,4607755.021
129,000001.SH,19980720,1287.073,1311.059,1311.153,1278.301,1314.715,-27.642,-2.1025,4853887,4140592.556
130,000001.SH,19980721,1313.01,1285.785,1318.934,1284.798,1287.073,25.937,2.0152,4077168,3651871.943
131,000001.SH,19980722,1299.148,1312.226,1312.365,1295.614,1313.01,-13.862,-1.0557,3494924,3328691.65
132,000001.SH,19980723,1316.271,1299.217,1316.285,1299.154,1299.148,17.123,1.318,4108168,3245838.411
133,000001.SH,19980724,1326.821,1317.848,1330.492,1317.848,1316.271,10.55,0.8015,4109076,3877897.971
134,000001.SH,19980727,1321.899,1328.336,1328.727,1314.732,1326.821,-4.922,-0.371,3954971,3427756.782
135,000001.SH,19980728,1317.946,1321.634,1324.274,1313.202,1321.899,-3.953,-0.299,3401691,2866543.593
136,000001.SH,19980729,1311.94,1317.929,1321.264,1308.262,1317.946,-6.006,-0.4557,3850139,3146728.438
137,000001.SH,19980730,1315.302,1312.855,1318.021,1309.774,1311.94,3.362,0.2563,9860431,3247826.785
138,000001.SH,19980731,1316.919,1316.307,1319.358,1312.377,1315.302,1.617,0.1229,4825760,3482685.494
139,000001.SH,19980803,1302.102,1315.135,1315.47,1299.927,1316.919,-14.817,-1.1251,4622575,3181406.205
140,000001.SH,19980804,1293.457,1299.729,1299.729,1283.199,1302.102,-8.645,-0.6639,4159886,2839310.768
141,000001.SH,19980805,1307.44,1293.704,1307.481,1293.124,1293.457,13.983,1.0811,5682483,2745258.929
142,000001.SH,19980806,1294.162,1310.296,1312.604,1292.394,1307.44,-13.278,-1.0156,6236446,2897823.951
143,000001.SH,19980807,1271.069,1292.082,1292.311,1267.921,1294.162,-23.093,-1.7844,5676227,4386632.316
144,000001.SH,19980810,1234.581,1262.008,1262.032,1227.473,1271.069,-36.488,-2.8707,4890102,3336072.698
145,000001.SH,19980811,1207.672,1230.379,1241.781,1206.635,1234.581,-26.909,-2.1796,3627140,2745318.583
146,000001.SH,19980812,1190.554,1204.362,1207.725,1158.787,1207.672,-17.118,-1.4174,5306028,3868193.998
147,000001.SH,19980813,1204.18,1193.369,1205.855,1185.573,1190.554,13.626,1.1445,4214021,3379172.745
148,000001.SH,19980814,1168.026,1202.378,1202.378,1165.868,1204.18,-36.154,-3.0024,4689208,3431901.361
149,000001.SH,19980817,1070.41,1152.673,1152.673,1068.656,1168.026,-97.616,-8.3573,5361820,3434631.986
150,000001.SH,19980818,1071.3,1054.182,1094.379,1043.022,1070.41,0.89,0.0831,5309127,3249983.839
151,000001.SH,19980819,1126.081,1072.74,1126.081,1072.72,1071.3,54.781,5.1135,7199985,3641886.869
152,000001.SH,19980820,1149.907,1128.753,1149.957,1113.855,1126.081,23.826,2.1158,6440398,4123444.027
153,000001.SH,19980821,1177.623,1149.622,1178.738,1141.507,1149.907,27.716,2.4103,7170023,4740487.957
154,000001.SH,19980824,1178.554,1178.551,1190.881,1166.143,1177.623,0.931,0.0791,7292800,5146376.058
155,000001.SH,19980825,1179.066,1174.408,1179.105,1159.388,1178.554,0.512,0.0434,6366485,4612296.126
156,000001.SH,19980826,1160.288,1174.847,1182.334,1159.52,1179.066,-18.778,-1.5926,6644549,3731662.724
157,000001.SH,19980827,1145.216,1152.358,1154.693,1142.168,1160.288,-15.072,-1.299,4680063,3099138.093
158,000001.SH,19980828,1129.722,1139.815,1146.512,1125.197,1145.216,-15.494,-1.3529,4504187,2848366.827
159,000001.SH,19980831,1150.223,1117.97,1150.229,1072.422,1129.722,20.501,1.8147,5612657,3291809.763
160,000001.SH,19980901,1143.125,1142.5,1163.171,1123.635,1150.223,-7.098,-0.6171,5622089,3658948.784
161,000001.SH,19980902,1136.89,1137.305,1149.269,1129.805,1143.125,-6.235,-0.5454,4057826,2396550.66
162,000001.SH,19980903,1147.197,1136.442,1151.009,1136.138,1136.89,10.307,0.9066,3656841,2385250.98
163,000001.SH,19980904,1163.527,1148.954,1169.469,1148.943,1147.197,16.33,1.4235,5276275,3298078.132
164,000001.SH,19980907,1178.375,1168.365,1178.377,1163.205,1163.527,14.848,1.2761,4907531,3256125.146
165,000001.SH,19980908,1167.597,1181.067,1185.097,1166.659,1178.375,-10.778,-0.9146,6025118,3517638.158
166,000001.SH,19980909,1190.683,1165.656,1190.737,1162.468,1167.597,23.086,1.9772,6320131,5158327.754
167,000001.SH,19980910,1213.674,1194.875,1219.795,1194.115,1190.683,22.991,1.9309,10190773,7536379.639
168,000001.SH,19980911,1218.005,1214.832,1225.144,1206.611,1213.674,4.331,0.3569,8687870,6578319.039
169,000001.SH,19980914,1239.605,1219.318,1239.769,1214.442,1218.005,21.6,1.7734,12520165,7443830.974
170,000001.SH,19980915,1230.126,1240.944,1245.424,1228.876,1239.605,-9.479,-0.7647,10596866,6893843.669
171,000001.SH,19980916,1252.138,1226.904,1252.202,1225.29,1230.126,22.012,1.7894,9419148,6971043.58
172,000001.SH,19980917,1233.703,1257.379,1264.398,1226.722,1252.138,-18.435,-1.4723,11191366,9614160.623
173,000001.SH,19980918,1207.001,1227.56,1233.403,1199.582,1233.703,-26.702,-2.1644,8887182,7338972.771
174,000001.SH,19980921,1222.379,1199.168,1222.379,1193.821,1207.001,15.378,1.2741,6041948,4742735.97
175,000001.SH,19980922,1222.634,1224.395,1229.618,1214.016,1222.379,0.255,0.0209,5329662,4264156.304
176,000001.SH,19980923,1229.862,1223.99,1233.792,1222.361,1222.634,7.228,0.5912,5413091,4054573.178
177,000001.SH,19980924,1199.061,1231.049,1232.278,1196.923,1229.862,-30.801,-2.5044,7166078,5775046.344
178,000001.SH,19980925,1221.578,1194.313,1221.578,1192.076,1199.061,22.517,1.8779,5309184,4136215.42
179,000001.SH,19980928,1230.211,1224.266,1239.801,1217.652,1221.578,8.633,0.7067,6996815,5302732.322
180,000001.SH,19980929,1231.747,1231.899,1239.108,1226.842,1230.211,1.536,0.1249,5584417,4205031.174
181,000001.SH,19980930,1242.896,1233.589,1242.943,1233.429,1231.747,11.149,0.9051,5611272,3972023.251
182,000001.SH,19981005,1234.779,1245.737,1246.603,1231.4,1242.896,-8.117,-0.6531,4504095,3520363.001
183,000001.SH,19981006,1217.457,1234.142,1237.844,1214.828,1234.779,-17.322,-1.4028,5012908,3586514.749
184,000001.SH,19981007,1213.785,1214.363,1219.103,1207.929,1217.457,-3.672,-0.3016,5274522,3692593.39
185,000001.SH,19981008,1228.71,1215.952,1228.731,1215.87,1213.785,14.925,1.2296,4873150,3823311.886
186,000001.SH,19981009,1236.932,1231.942,1241.05,1229.846,1228.71,8.222,0.6692,6284638,5135613.099
187,000001.SH,19981012,1247.146,1239.565,1247.244,1227.859,1236.932,10.214,0.8258,7039820,5934717.889
188,000001.SH,19981013,1244.068,1250.676,1257.35,1239.77,1247.146,-3.078,-0.2468,7027968,6036698.643
189,000001.SH,19981014,1240.595,1243.714,1247.661,1234.066,1244.068,-3.473,-0.2792,5325806,4335837.353
190,000001.SH,19981015,1254.814,1243.195,1254.84,1241.258,1240.595,14.219,1.1461,6299013,5554401.504
191,000001.SH,19981016,1251.525,1259.144,1263.713,1249.931,1254.814,-3.289,-0.2621,7013483,6210445.497
192,000001.SH,19981019,1246.236,1255.051,1256.756,1240.449,1251.525,-5.289,-0.4226,5713473,4952700.99
193,000001.SH,19981020,1243.645,1248.235,1251.433,1238.304,1246.236,-2.591,-0.2079,5451338,4196373.416
194,000001.SH,19981021,1207.825,1243.538,1243.602,1206.118,1243.645,-35.82,-2.8802,7465233,6347663.285
195,000001.SH,19981022,1216.094,1202.208,1216.168,1191.557,1207.825,8.269,0.6846,6369171,5419410.775
196,000001.SH,19981023,1217.429,1217.128,1230.828,1215.473,1216.094,1.335,0.1098,6731134,5913375.442
197,000001.SH,19981026,1208.266,1215.559,1215.559,1195.244,1217.429,-9.163,-0.7527,6722033,6095442.158
198,000001.SH,19981027,1216.788,1207.202,1218.446,1204.735,1208.266,8.522,0.7053,5103062,4898582.623
199,000001.SH,19981028,1225.929,1218.496,1226.113,1217.232,1216.788,9.141,0.7512,5241782,4977480.039
200,000001.SH,19981029,1216.76,1226.924,1229.743,1214.92,1225.929,-9.169,-0.7479,4580666,4261178.224
201,000001.SH,19981030,1217.316,1216.014,1225.642,1215.455,1216.76,0.556,0.0457,4692935,4522613.105
202,000001.SH,19981102,1223.478,1217.338,1223.531,1210.846,1217.316,6.162,0.5062,4348542,4249035.039
203,000001.SH,19981103,1236.872,1225.263,1236.965,1225.217,1223.478,13.394,1.0947,4742017,4818945.119
204,000001.SH,19981104,1235.804,1239.498,1240.701,1232.78,1236.872,-1.068,-0.0863,4604591,4515809.995
205,000001.SH,19981105,1253.275,1237.544,1253.31,1237.508,1235.804,17.471,1.4137,6918229,6348039.551
206,000001.SH,19981106,1259.765,1258.695,1267.394,1257.171,1253.275,6.49,0.5178,10106382,9123308.399
207,000001.SH,19981109,1283.121,1263.963,1283.124,1263.958,1259.765,23.356,1.854,8778119,7894014.071
208,000001.SH,19981110,1286.559,1283.918,1288.738,1275.193,1283.121,3.438,0.2679,7898536,7131539.037
209,000001.SH,19981111,1286.199,1287.422,1288.353,1278.473,1286.559,-0.36,-0.028,6657489,6595376.196
210,000001.SH,19981112,1282.988,1286.557,1295.064,1278.94,1286.199,-3.211,-0.2497,6745534,6660339.198
211,000001.SH,19981113,1282.508,1281.99,1285.923,1271.323,1282.988,-0.48,-0.0374,5640455,5548211.201
212,000001.SH,19981116,1293.743,1284.335,1293.762,1281.601,1282.508,11.235,0.876,5825646,5945615.988
213,000001.SH,19981117,1290.595,1296.626,1300.152,1285.021,1293.743,-3.148,-0.2433,5655216,5622580.928
214,000001.SH,19981118,1285.503,1291.002,1292.928,1281.595,1290.595,-5.092,-0.3945,5451822,5112591.485
215,000001.SH,19981119,1275.607,1283.962,1284.139,1274.087,1285.503,-9.896,-0.7698,4871674,5251532.692
216,000001.SH,19981120,1275.374,1272.656,1279.375,1271.655,1275.607,-0.233,-0.0183,4504673,4577253.728
217,000001.SH,19981123,1273.785,1275.903,1278.085,1269.099,1275.374,-1.589,-0.1246,4564038,4267048.535
218,000001.SH,19981124,1278.916,1274.446,1282.927,1274.414,1273.785,5.131,0.4028,6718641,4090663.479
219,000001.SH,19981125,1263.85,1280.265,1283.961,1262.227,1278.916,-15.066,-1.178,4966802,3856932.899
220,000001.SH,19981126,1252.818,1260.075,1262.782,1247.844,1263.85,-11.032,-0.8729,4351326,3934525.408
221,000001.SH,19981127,1245.081,1252.373,1259.041,1242.567,1252.818,-7.737,-0.6176,4275890,3662602.122
222,000001.SH,19981130,1247.417,1244.922,1247.417,1238.135,1245.081,2.336,0.1876,4046778,3274811.286
223,000001.SH,19981201,1234.358,1249.007,1251.868,1231.996,1247.417,-13.059,-1.0469,3879527,3147626.849
224,000001.SH,19981202,1236.969,1233.162,1236.969,1222.645,1234.358,2.611,0.2115,3423890,3004046.791
225,000001.SH,19981203,1232.506,1238.292,1239.263,1229.853,1236.969,-4.463,-0.3608,3767116,3305679.098
226,000001.SH,19981204,1219.196,1232.433,1234.632,1213.555,1232.506,-13.31,-1.0799,3700420,3159102.871
227,000001.SH,19981207,1209.541,1234.759,1237.691,1207.758,1219.196,-9.655,-0.7919,3344392,2649864.641
228,000001.SH,19981208,1223.258,1209.835,1223.338,1209.811,1209.541,13.717,1.1341,2977797,2179788.763
229,000001.SH,19981209,1224.087,1224.357,1225.989,1219.013,1223.258,0.829,0.0678,2567503,1963065.203
230,000001.SH,19981210,1204.635,1224.149,1224.925,1203.065,1224.087,-19.452,-1.5891,3513077,2562549.955
231,000001.SH,19981211,1214.21,1201.846,1214.243,1194.067,1204.635,9.575,0.7948,3183443,2215137.721
232,000001.SH,19981214,1196.296,1214.603,1214.671,1194.656,1214.21,-17.914,-1.4754,2825688,2058674.164
233,000001.SH,19981215,1194.844,1193.638,1194.89,1173.921,1196.296,-1.452,-0.1214,3308838,2376442.476
234,000001.SH,19981216,1183.062,1194.942,1195.549,1180.864,1194.844,-11.782,-0.9861,2399984,1816286.956
235,000001.SH,19981217,1160.09,1180.166,1180.166,1158.507,1183.062,-22.972,-1.9417,3448844,2452256.808
236,000001.SH,19981218,1155.92,1155.751,1167.636,1150.721,1160.09,-4.17,-0.3595,2859909,1994390.194
237,000001.SH,19981221,1154.428,1153.663,1163.239,1150.386,1155.92,-1.492,-0.1291,2338726,1648014.66
238,000001.SH,19981222,1185.966,1155.63,1185.979,1155.622,1154.428,31.538,2.7319,3520388,2556981.696
239,000001.SH,19981223,1172.512,1186.979,1187.914,1170.157,1185.966,-13.454,-1.1344,2917591,2167776.743
240,000001.SH,19981224,1168.981,1171.708,1171.708,1161.849,1172.512,-3.531,-0.3011,2654896,2111622.618
241,000001.SH,19981225,1173.913,1169.602,1178.917,1169.54,1168.981,4.932,0.4219,2977074,1913445.259
242,000001.SH,19981228,1159.937,1175.63,1179.003,1157.698,1173.913,-13.976,-1.1905,3366096,1949647.753
243,000001.SH,19981229,1142.729,1157.477,1157.567,1139.986,1159.937,-17.208,-1.4835,3166236,2056304.652
